date,label,reason,expectedDirection,close,dayChangePct,trendScorePct,resonance,volatilityMultiple,volumeMultiple,middleDeviationRate,middleDeviationAtr,middlePositionPct,maDeviationRate,maDeviationAtr,maPositionPct,horizon,futureReturnPct,maxUpPct,maxDownPct
2023-10-10,波动爆发,波动倍率 1.24x,0,26780.1,-2.2888,-0.8209,down:3/4,1.2439,1.4533,-1.8834,-0.7729,31.0204,-2.5508,-1.054,0,10,11.7655,14.5627,-0.9298
2023-10-11,过冷,中值位置 28%，MA位置 0%,1,26677.7,-0.3824,-0.6686,mixed:2/4,0.644,0.9799,-2.2585,-0.9522,28.0724,-2.9556,-1.2551,0,1,0.1117,1.1332,-0.4955
2023-10-11,过冷,中值位置 28%，MA位置 0%,1,26677.7,-0.3824,-0.6686,mixed:2/4,0.644,0.9799,-2.2585,-0.9522,28.0724,-2.9556,-1.2551,0,3,0.816,1.6954,-0.4955
2023-10-11,过冷,中值位置 28%，MA位置 0%,1,26677.7,-0.3824,-0.6686,mixed:2/4,0.644,0.9799,-2.2585,-0.9522,28.0724,-2.9556,-1.2551,0,5,6.6797,15.0024,-0.4955
2023-10-11,过冷,中值位置 28%，MA位置 0%,1,26677.7,-0.3824,-0.6686,mixed:2/4,0.644,0.9799,-2.2585,-0.9522,28.0724,-2.9556,-1.2551,0,10,11.8196,15.0024,-0.4955
2023-10-12,过冷,中值位置 28%，MA位置 0%,1,26707.5,0.1117,-0.9194,mixed:2/4,0.6873,0.7833,-2.1494,-0.928,28.4707,-2.8925,-1.2584,0,1,0.8893,1.582,-0.0992
2023-10-12,过冷,中值位置 28%，MA位置 0%,1,26707.5,0.1117,-0.9194,mixed:2/4,0.6873,0.7833,-2.1494,-0.928,28.4707,-2.8925,-1.2584,0,3,5.0982,14.8741,-0.0992
2023-10-12,过冷,中值位置 28%，MA位置 0%,1,26707.5,0.1117,-0.9194,mixed:2/4,0.6873,0.7833,-2.1494,-0.928,28.4707,-2.8925,-1.2584,0,5,5.7643,14.8741,-0.0992
2023-10-12,过冷,中值位置 28%，MA位置 0%,1,26707.5,0.1117,-0.9194,mixed:2/4,0.6873,0.7833,-2.1494,-0.928,28.4707,-2.8925,-1.2584,0,10,15.6166,16.0273,-0.0992
2023-10-14,弱趋势,共振 2/4，趋势动能 -1.34%,0,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,1,4.3639,14.0716,-0.0238
2023-10-14,弱趋势,共振 2/4，趋势动能 -1.34%,0,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,3,5.0254,14.0716,-0.0238
2023-10-14,弱趋势,共振 2/4，趋势动能 -1.34%,0,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,5,9.8876,14.0716,-0.0238
2023-10-14,弱趋势,共振 2/4，趋势动能 -1.34%,0,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,10,29.5523,33.8444,-0.0238
2023-10-14,过冷,中值位置 33%，MA位置 9%,1,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,1,4.3639,14.0716,-0.0238
2023-10-14,过冷,中值位置 33%，MA位置 9%,1,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,3,5.0254,14.0716,-0.0238
2023-10-14,过冷,中值位置 33%，MA位置 9%,1,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,5,9.8876,14.0716,-0.0238
2023-10-14,过冷,中值位置 33%，MA位置 9%,1,26895.4,-0.1837,-1.3392,mixed:2/4,0.3357,0.2559,-1.4609,-0.677,32.5964,-2.3089,-1.0793,8.9504,10,29.5523,33.8444,-0.0238
2023-10-15,强趋势↑,共振 4/4，趋势动能 3.46%,1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,1,1.3916,2.6752,-0.0189
2023-10-15,强趋势↑,共振 4/4，趋势动能 3.46%,1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,3,2.1672,3.3165,-0.0189
2023-10-15,强趋势↑,共振 4/4，趋势动能 3.46%,1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,5,6.6329,7.8759,-0.0189
2023-10-15,强趋势↑,共振 4/4，趋势动能 3.46%,1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,10,21.3092,28.2478,-0.0189
2023-10-15,过热,中值位置 37%，MA位置 94%,-1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,1,1.3916,2.6752,-0.0189
2023-10-15,过热,中值位置 37%，MA位置 94%,-1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,3,2.1672,3.3165,-0.0189
2023-10-15,过热,中值位置 37%，MA位置 94%,-1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,5,6.6329,7.8759,-0.0189
2023-10-15,过热,中值位置 37%，MA位置 94%,-1,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,10,21.3092,28.2478,-0.0189
2023-10-15,波动爆发,波动倍率 4.64x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,1,1.3916,2.6752,-0.0189
2023-10-15,波动爆发,波动倍率 4.64x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,3,2.1672,3.3165,-0.0189
2023-10-15,波动爆发,波动倍率 4.64x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,5,6.6329,7.8759,-0.0189
2023-10-15,波动爆发,波动倍率 4.64x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,10,21.3092,28.2478,-0.0189
2023-10-15,放量,量能倍率 3.32x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,1,1.3916,2.6752,-0.0189
2023-10-15,放量,量能倍率 3.32x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,3,2.1672,3.3165,-0.0189
2023-10-15,放量,量能倍率 3.32x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,5,6.6329,7.8759,-0.0189
2023-10-15,放量,量能倍率 3.32x,0,28069.1,4.3636,3.4596,up:4/4,4.6362,3.3183,-1.1016,-0.3824,37.4399,1.8738,0.6314,94.4265,10,21.3092,28.2478,-0.0189
2023-10-16,强趋势↑,共振 4/4，趋势动能 5.51%,1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,1,-0.7474,1.8985,-1.1515
2023-10-16,强趋势↑,共振 4/4，趋势动能 5.51%,1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,3,3.8475,6.3954,-1.2906
2023-10-16,强趋势↑,共振 4/4，趋势动能 5.51%,1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,5,4.818,6.816,-1.2906
2023-10-16,强趋势↑,共振 4/4，趋势动能 5.51%,1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,10,19.4637,26.4876,-1.2906
2023-10-16,过热,中值位置 45%，MA位置 100%,-1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,1,-0.7474,1.8985,-1.1515
2023-10-16,过热,中值位置 45%，MA位置 100%,-1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,3,3.8475,6.3954,-1.2906
2023-10-16,过热,中值位置 45%，MA位置 100%,-1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,5,4.818,6.816,-1.2906
2023-10-16,过热,中值位置 45%，MA位置 100%,-1,28459.7,1.3916,5.5077,up:4/4,0.9298,1.3952,0.2565,0.0895,45.1963,3.2077,1.0876,100,10,19.4637,26.4876,-1.2906
2023-10-17,强趋势↑,共振 4/4，趋势动能 4.21%,1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,1,1.5237,2.0392,-0.5473
2023-10-17,强趋势↑,共振 4/4，趋势动能 4.21%,1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,3,5.9613,7.1965,-0.5473
2023-10-17,强趋势↑,共振 4/4，趋势动能 4.21%,1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,5,9.3153,9.7037,-0.5473
2023-10-17,强趋势↑,共振 4/4，趋势动能 4.21%,1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,10,21.0727,27.4401,-0.5473
2023-10-17,过热,中值位置 41%，MA位置 88%,-1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,1,1.5237,2.0392,-0.5473
2023-10-17,过热,中值位置 41%，MA位置 88%,-1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,3,5.9613,7.1965,-0.5473
2023-10-17,过热,中值位置 41%，MA位置 88%,-1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,5,9.3153,9.7037,-0.5473
2023-10-17,过热,中值位置 41%，MA位置 88%,-1,28247,-0.7477,4.2103,up:4/4,1.0621,1.152,-0.5142,-0.1787,40.7882,2.3617,0.7975,87.6343,10,21.0727,27.4401,-0.5473
2023-10-18,强趋势↑,共振 4/4，趋势动能 5.78%,1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,1,3.0592,5.5877,-0.793
2023-10-18,强趋势↑,共振 4/4，趋势动能 5.78%,1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,3,4.0223,6.0051,-0.793
2023-10-18,强趋势↑,共振 4/4，趋势动能 5.78%,1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,5,17.4507,25.5274,-0.793
2023-10-18,强趋势↑,共振 4/4，趋势动能 5.78%,1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,10,20.0921,25.5274,-0.793
2023-10-18,过热,中值位置 45%，MA位置 100%,-1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,1,3.0592,5.5877,-0.793
2023-10-18,过热,中值位置 45%，MA位置 100%,-1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,3,4.0223,6.0051,-0.793
2023-10-18,过热,中值位置 45%，MA位置 100%,-1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,5,17.4507,25.5274,-0.793
2023-10-18,过热,中值位置 45%，MA位置 100%,-1,28677.4,1.5241,5.7758,up:4/4,0.9008,0.9954,0.2512,0.0886,45.1811,3.8381,1.307,100,10,20.0921,25.5274,-0.793
2023-10-19,强趋势↑,共振 4/4，趋势动能 9.18%,1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,1,1.2729,1.4847,-0.8144
2023-10-19,强趋势↑,共振 4/4，趋势动能 9.18%,1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,3,4.4785,4.8497,-0.8144
2023-10-19,强趋势↑,共振 4/4，趋势动能 9.18%,1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,5,17.8953,21.8013,-0.8144
2023-10-19,强趋势↑,共振 4/4，趋势动能 9.18%,1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,10,17.2754,21.8013,-0.8144
2023-10-19,过热,中值位置 61%，MA位置 100%,-1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,1,1.2729,1.4847,-0.8144
2023-10-19,过热,中值位置 61%，MA位置 100%,-1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,3,4.4785,4.8497,-0.8144
2023-10-19,过热,中值位置 61%，MA位置 100%,-1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,5,17.8953,21.8013,-0.8144
2023-10-19,过热,中值位置 61%，MA位置 100%,-1,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,10,17.2754,21.8013,-0.8144
2023-10-19,波动爆发,波动倍率 2.07x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,1,1.2729,1.4847,-0.8144
2023-10-19,波动爆发,波动倍率 2.07x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,3,4.4785,4.8497,-0.8144
2023-10-19,波动爆发,波动倍率 2.07x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,5,17.8953,21.8013,-0.8144
2023-10-19,波动爆发,波动倍率 2.07x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,10,17.2754,21.8013,-0.8144
2023-10-19,放量,量能倍率 2.37x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,1,1.2729,1.4847,-0.8144
2023-10-19,放量,量能倍率 2.37x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,3,4.4785,4.8497,-0.8144
2023-10-19,放量,量能倍率 2.37x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,5,17.8953,21.8013,-0.8144
2023-10-19,放量,量能倍率 2.37x,0,29554.7,3.0588,9.1766,up:4/4,2.0704,2.3706,3.3181,1.0739,61.3781,6.9176,2.1636,100,10,17.2754,21.8013,-0.8144
2023-10-20,强趋势↑,共振 4/4，趋势动能 10.46%,1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,1,-0.3341,1.5656,-1.017
2023-10-20,强趋势↑,共振 4/4，趋势动能 10.46%,1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,3,12.5319,20.2704,-1.017
2023-10-20,强趋势↑,共振 4/4，趋势动能 10.46%,1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,5,13.7634,20.2704,-1.017
2023-10-20,强趋势↑,共振 4/4，趋势动能 10.46%,1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,10,14.5031,20.2704,-1.017
2023-10-20,过热,中值位置 69%，MA位置 100%,-1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,1,-0.3341,1.5656,-1.017
2023-10-20,过热,中值位置 69%，MA位置 100%,-1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,3,12.5319,20.2704,-1.017
2023-10-20,过热,中值位置 69%，MA位置 100%,-1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,5,13.7634,20.2704,-1.017
2023-10-20,过热,中值位置 69%，MA位置 100%,-1,29930.9,1.2729,10.4579,up:4/4,0.7818,0.6656,4.6332,1.5248,68.7888,8.1682,2.6003,100,10,14.5031,20.2704,-1.017
2023-10-21,强趋势↑,共振 4/4，趋势动能 9.75%,1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,1,3.5111,3.8789,-0.3845
2023-10-21,强趋势↑,共振 4/4，趋势动能 9.75%,1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,3,16.8037,20.6735,-0.3845
2023-10-21,强趋势↑,共振 4/4，趋势动能 9.75%,1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,5,13.9724,20.6735,-0.3845
2023-10-21,强趋势↑,共振 4/4，趋势动能 9.75%,1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,10,14.9265,20.6735,-0.3845
2023-10-21,过热,中值位置 67%，MA位置 97%,-1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,1,3.5111,3.8789,-0.3845
2023-10-21,过热,中值位置 67%，MA位置 97%,-1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,3,16.8037,20.6735,-0.3845
2023-10-21,过热,中值位置 67%，MA位置 97%,-1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,5,13.9724,20.6735,-0.3845
2023-10-21,过热,中值位置 67%，MA位置 97%,-1,29830.9,-0.3338,9.7534,up:4/4,0.8964,0.9233,4.2836,1.421,67.0823,7.6816,2.4678,96.5653,10,14.9265,20.6735,-0.3845
2023-10-22,强趋势↑,共振 4/4，趋势动能 12.86%,1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,1,9.0792,16.5803,-0.8692
2023-10-22,强趋势↑,共振 4/4，趋势动能 12.86%,1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,3,10.2729,16.5803,-0.8692
2023-10-22,强趋势↑,共振 4/4，趋势动能 12.86%,1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,5,10.7554,16.5803,-0.8692
2023-10-22,强趋势↑,共振 4/4，趋势动能 12.86%,1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,10,12.1658,16.5803,-0.8692
2023-10-22,过热,中值位置 83%，MA位置 100%,-1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,1,9.0792,16.5803,-0.8692
2023-10-22,过热,中值位置 83%，MA位置 100%,-1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,3,10.2729,16.5803,-0.8692
2023-10-22,过热,中值位置 83%，MA位置 100%,-1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,5,10.7554,16.5803,-0.8692
2023-10-22,过热,中值位置 83%，MA位置 100%,-1,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,10,12.1658,16.5803,-0.8692
2023-10-22,波动爆发,波动倍率 1.43x,0,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,1,9.0792,16.5803,-0.8692
2023-10-22,波动爆发,波动倍率 1.43x,0,30878.3,3.5111,12.856,up:4/4,1.4265,1.7436,7.3671,2.3764,82.7873,11.3148,3.5204,100,3,10.2729,16.5803,-0.8692
